0.0 					1.0
0.01 					0.424
0.02 					0.3983
0.03 					0.3599
0.04 					0.3524
0.05 					0.3127
0.06 					0.3203
0.07 					0.3334
0.08 					0.2893
0.09 					0.2954
0.1 					0.2671
0.11 					0.2629
0.12 					0.2501
0.13 					0.2781
0.14 					0.268
0.15 					0.254
0.16 					0.2797
0.17 					0.2497
0.18 					0.2434
0.19 					0.2263
0.2 					0.2197
0.21 					0.2263
0.22 					0.2103
0.23 					0.2088
0.24 					0.202
0.25 					0.2097
0.26 					0.2307
0.27 					0.2425
0.28 					0.2266
0.29 					0.2204
0.3 					0.2028
0.31 					0.222
0.32 					0.2087
0.33 					0.2144
0.34 					0.1974
0.35 					0.2099
0.36 					0.2058
0.37 					0.2426
0.38 					0.2057
0.39 					0.1739
0.4 					0.1854
0.41 					0.1678
0.42 					0.1829
0.43 					0.1874
0.44 					0.1751
0.45 					0.1813
0.46 					0.1845
0.47 					0.1656
0.48 					0.1739
0.49 					0.1606
0.5 					0.1324
0.51 					0.1573
0.52 					0.1788
0.53 					0.156
0.54 					0.1246
0.55 					0.1757
0.56 					0.1417
0.57 					0.144
0.58 					0.1764
0.59 					0.165
0.6 					0.1623
0.61 					0.1481
0.62 					0.1555
0.63 					0.0987
0.64 					0.1474
0.65 					0.1583
0.66 					0.1377
0.67 					0.1401
0.68 					0.1431
0.69 					0.1195
0.7 					0.1481
0.71 					0.1241
0.72 					0.1583
0.73 					0.1236
0.74 					0.1272
0.75 					0.1485
0.76 					0.15
0.77 					0.1202
0.78 					0.1614
0.79 					0.1654
0.8 					0.1223
0.81 					0.1257
0.82 					0.1171
0.83 					0.131
0.84 					0.1165
0.85 					0.1191
0.86 					0.1363
0.87 					0.1236
0.88 					0.1408
0.89 					0.1548
0.9 					0.1432
0.91 					0.0983
0.92 					0.1357
0.93 					0.1232
0.94 					0.1292
0.95 					0.1196
0.96 					0.1183
0.97 					0.0804
0.98 					0.1021
0.99 					0.0993
1.0 					0.0939
1.01 					0.1127
1.02 					0.0837
1.03 					0.0839
1.04 					0.0842
1.05 					0.0923
1.06 					0.0874
1.07 					0.0822
1.08 					0.0906
1.09 					0.0895
1.1 					0.1121
1.11 					0.0795
1.12 					0.1067
1.13 					0.0851
1.14 					0.1116
1.15 					0.1099
1.16 					0.1058
1.17 					0.0598
1.18 					0.1164
1.19 					0.1154
1.2 					0.1285
1.21 					0.1143
1.22 					0.0749
1.23 					0.0773
1.24 					0.0541
1.25 					0.0946
1.26 					0.0815
1.27 					0.1009
1.28 					0.102
1.29 					0.0706
1.3 					0.0928
1.31 					0.0842
1.32 					0.0612
1.33 					0.0975
1.34 					0.1143
1.35 					0.0708
1.36 					0.081
1.37 					0.0793
1.38 					0.0452
1.39 					0.0771
1.4 					0.0707
1.41 					0.0919
1.42 					0.1037
1.43 					0.0949
1.44 					0.0798
1.45 					0.0595
1.46 					0.1252
1.47 					0.082
1.48 					0.0529
1.49 					0.09
1.5 					0.074
1.51 					0.0658
1.52 					0.0723
1.53 					0.0788
1.54 					0.0801
1.55 					0.0683
1.56 					0.061
1.57 					0.0921
1.58 					0.0593
1.59 					0.0849
1.6 					0.0997
1.61 					0.092
1.62 					0.093
1.63 					0.0995
1.64 					0.0873
1.65 					0.0814
1.66 					0.0589
1.67 					0.0888
1.68 					0.0862
1.69 					0.0859
1.7 					0.0623
1.71 					0.0771
1.72 					0.0611
1.73 					0.0384
1.74 					0.0613
1.75 					0.092
1.76 					0.065
1.77 					0.0629
1.78 					0.0551
1.79 					0.0655
1.8 					0.0815
1.81 					0.0806
1.82 					0.0701
1.83 					0.0607
1.84 					0.0563
1.85 					0.058
1.86 					0.0687
1.87 					0.0429
1.88 					0.0536
1.89 					0.0537
1.9 					0.0628
1.91 					0.0611
1.92 					0.0775
1.93 					0.0539
1.94 					0.0658
1.95 					0.0463
1.96 					0.0546
1.97 					0.0628
1.98 					0.0531
1.99 					0.0644
2.0 					0.0701
2.01 					0.0582
2.02 					0.0637
2.03 					0.05
2.04 					0.0243
2.05 					0.086
2.06 					0.0732
2.07 					0.0516
2.08 					0.0993
2.09 					0.0971
2.1 					0.0486
2.11 					0.0816
2.12 					0.0861
2.13 					0.0522
2.14 					0.0735
2.15 					0.0783
2.16 					0.0305
2.17 					0.0235
2.18 					0.0609
2.19 					0.0869
2.2 					0.059
2.21 					0.0559
2.22 					0.0518
2.23 					0.1079
2.24 					0.0596
2.25 					0.0928
2.26 					0.0513
2.27 					0.0351
2.28 					0.0439
2.29 					0.0488
2.3 					0.0216
2.31 					0.0553
2.32 					0.0363
2.33 					0.0402
2.34 					0.0718
2.35 					0.1029
2.36 					0.0503
2.37 					0.0971
2.38 					0.0423
2.39 					0.0693
2.4 					0.034
2.41 					0.0655
2.42 					0.0545
2.43 					0.0377
2.44 					-0.0062
2.45 					0.039
2.46 					0.0655
2.47 					0.0421
2.48 					0.0334
2.49 					0.0446
2.5 					0.0641
2.51 					0.0339
2.52 					0.0758
2.53 					0.0738
2.54 					0.0421
2.55 					-0.0003
2.56 					0.0593
2.57 					0.0747
2.58 					0.041
2.59 					0.0304
2.6 					0.0523
2.61 					0.0693
2.62 					0.0859
2.63 					0.0488
2.64 					0.0449
2.65 					0.0325
2.66 					0.0617
2.67 					0.0175
2.68 					0.021
2.69 					0.0653
2.7 					0.0634
2.71 					0.0551
2.72 					0.0532
2.73 					0.0231
2.74 					0.0674
2.75 					0.0524
2.76 					0.0648
2.77 					0.0385
2.78 					0.0454
2.79 					0.063
2.8 					0.0388
2.81 					0.0433
2.82 					0.0052
2.83 					0.014
2.84 					0.0543
2.85 					0.0494
2.86 					0.042
2.87 					0.0669
2.88 					0.0547
2.89 					0.0402
2.9 					0.0553
2.91 					0.0275
2.92 					0.0424
2.93 					0.0421
2.94 					0.049
2.95 					0.0512
2.96 					0.0439
2.97 					0.0581
2.98 					0.0828
2.99 					0.0624
3.0 					0.0694
3.01 					0.0365
3.02 					0.03
3.03 					0.0145
3.04 					0.0465
3.05 					0.0518
3.06 					0.0507
3.07 					0.0524
3.08 					0.0518
3.09 					0.0224
3.1 					0.0091
3.11 					0.033
3.12 					0.0575
3.13 					0.0228
3.14 					0.0358
3.15 					0.0249
3.16 					0.0396
3.17 					-0.0014
3.18 					0.0359
3.19 					0.0652
3.2 					0.0086
3.21 					0.067
3.22 					0.0397
3.23 					0.0443
3.24 					0.0423
3.25 					0.0485
3.26 					0.0398
3.27 					0.0244
3.28 					0.027
3.29 					0.0402
3.3 					0.0464
3.31 					0.0474
3.32 					0.0333
3.33 					0.0325
3.34 					0.061
3.35 					0.0467
3.36 					0.0452
3.37 					0.0314
3.38 					0.0563
3.39 					0.0455
3.4 					0.0219
3.41 					0.0252
3.42 					0.0292
3.43 					0.0434
3.44 					0.0319
3.45 					0.0325
3.46 					-0.0016
3.47 					0.0623
3.48 					0.0361
3.49 					0.0389
3.5 					0.0329
3.51 					0.0099
3.52 					0.0019
3.53 					0.0627
3.54 					0.0355
3.55 					0.0226
3.56 					0.0137
3.57 					0.0156
3.58 					0.0235
3.59 					0.0014
3.6 					0.0246
3.61 					0.0213
3.62 					0.0434
3.63 					0.031
3.64 					0.0249
3.65 					0.0387
3.66 					0.0249
3.67 					0.0217
3.68 					0.0269
3.69 					0.0322
3.7 					0.0571
3.71 					0.0209
3.72 					0.0459
3.73 					0.0452
3.74 					0.027
3.75 					0.0375
3.76 					0.0141
3.77 					0.0291
3.78 					0.0518
3.79 					0.0136
3.8 					-0.0071
3.81 					-0.0065
3.82 					0.0141
3.83 					-0.0154
3.84 					0.0165
3.85 					0.0136
3.86 					0.0137
3.87 					0.0376
3.88 					0.0367
3.89 					0.0019
3.9 					0.0164
3.91 					0.05
3.92 					0.0212
3.93 					0.0516
3.94 					0.0418
3.95 					0.0321
3.96 					0.0294
3.97 					0.0454
3.98 					0.0254
3.99 					0.0081
4.0 					0.0224
4.01 					0.0335
4.02 					-0.0004
4.03 					0.0218
4.04 					0.0355
4.05 					0.0203
4.06 					0.0518
4.07 					0.0013
4.08 					0.0258
4.09 					0.0141
4.1 					0.0166
4.11 					0.0025
4.12 					0.0043
4.13 					0.0123
4.14 					0.0227
4.15 					0.0349
4.16 					-0.0217
4.17 					0.0131
4.18 					0.003
4.19 					0.0182
4.2 					0.0407
4.21 					0.0337
4.22 					0.0183
4.23 					-0.0111
4.24 					0.0222
4.25 					0.0351
4.26 					0.0157
4.27 					0.0036
4.28 					0.0295
4.29 					-0.032
4.3 					0.0004
4.31 					0.0344
4.32 					0.0244
4.33 					0.0426
4.34 					0.0311
4.35 					0.0138
4.36 					0.0181
4.37 					-0.0009
4.38 					0.0279
4.39 					0.0303
4.4 					0.0365
4.41 					-0.0006
4.42 					0.0288
