0.0 					1.0
0.01 					0.1934
0.02 					0.1792
0.03 					0.1734
0.04 					0.165
0.05 					0.1615
0.06 					0.1523
0.07 					0.1487
0.08 					0.1449
0.09 					0.1439
0.1 					0.1441
0.11 					0.1375
0.12 					0.1393
0.13 					0.1304
0.14 					0.1307
0.15 					0.1302
0.16 					0.1293
0.17 					0.1269
0.18 					0.1259
0.19 					0.1287
0.2 					0.1232
0.21 					0.1216
0.22 					0.1211
0.23 					0.1201
0.24 					0.1189
0.25 					0.1187
0.26 					0.1139
0.27 					0.1123
0.28 					0.1113
0.29 					0.1066
0.3 					0.1088
0.31 					0.108
0.32 					0.109
0.33 					0.1054
0.34 					0.1061
0.35 					0.1051
0.36 					0.102
0.37 					0.1042
0.38 					0.1029
0.39 					0.0996
0.4 					0.1043
0.41 					0.1017
0.42 					0.1026
0.43 					0.0988
0.44 					0.099
0.45 					0.096
0.46 					0.0918
0.47 					0.0934
0.48 					0.0944
0.49 					0.0938
0.5 					0.0951
0.51 					0.0829
0.52 					0.0902
0.53 					0.0879
0.54 					0.0885
0.55 					0.0934
0.56 					0.0881
0.57 					0.0905
0.58 					0.0883
0.59 					0.0848
0.6 					0.082
0.61 					0.0844
0.62 					0.0805
0.63 					0.0833
0.64 					0.0818
0.65 					0.0813
0.66 					0.0787
0.67 					0.0799
0.68 					0.0786
0.69 					0.075
0.7 					0.0805
0.71 					0.0749
0.72 					0.0754
0.73 					0.0769
0.74 					0.0796
0.75 					0.0779
0.76 					0.0729
0.77 					0.0772
0.78 					0.0732
0.79 					0.0757
0.8 					0.0721
0.81 					0.0784
0.82 					0.0721
0.83 					0.0697
0.84 					0.0758
0.85 					0.0726
0.86 					0.0728
0.87 					0.0708
0.88 					0.07
0.89 					0.0733
0.9 					0.0721
0.91 					0.0714
0.92 					0.069
0.93 					0.0683
0.94 					0.0657
0.95 					0.0688
0.96 					0.0668
0.97 					0.0714
0.98 					0.0664
0.99 					0.0656
1.0 					0.0646
1.01 					0.0645
1.02 					0.0726
1.03 					0.072
1.04 					0.0708
1.05 					0.063
1.06 					0.0683
1.07 					0.0715
1.08 					0.0667
